PersonId,MetricDate,Meeting hours,Meetings,Summarize chat actions taken using Copilot in Teams,Total chat conversations summarized by Copilot in Teams,Compose chat message actions taken using Copilot in Teams,Copilot actions taken in Copilot chat (work),Copilot actions taken in Excel,Copilot actions taken in Outlook,Copilot actions taken in Powerpoint,Copilot actions taken in Teams,Copilot actions taken in Word,Days of active Copilot usage in Excel,Days of active Copilot usage in Loop,Days of active Copilot usage in OneNote,Days of active Copilot usage in Outlook,Days of active Copilot usage in Powerpoint,Days of active Copilot usage in Teams,Days of active Copilot usage in Word,Days of active Copilot chat (work) usage,Copilot chat (work) prompts submitted,Copilot chat (work) enabled days,Copilot enabled days for Power Platform connectors,Copilot enabled days for Productivity App,Copilot enabled days for Intelligent Search,Copilot enabled days for Teams,Draft Word document actions taken using Copilot,Summarize Word document actions taken using Copilot in Word,Email coaching actions taken using Copilot,Generate email draft actions taken using Copilot in Outlook,Summarize email thread actions taken using Copilot in Outlook,Total emails sent using Copilot in Outlook,Excel analysis actions taken using Copilot,Excel formatting actions taken using Copilot,Create Excel formula actions taken using Copilot,Meeting hours summarized by Copilot in Teams,Summarize meeting actions taken using Copilot in Teams,Total meetings summarized by Copilot in Teams,Summarize presentation actions taken using Copilot in PowerPoint,Create presentation actions taken using Copilot,Rewrite text actions taken using Copilot in Word,Total Copilot active days,Total Copilot enabled days,FunctionType,Organization,WeekendDays,IsActive
ae0738a4-aa59-38ec-8041-2a34ba3da9a0,11/12/2023,41.5,31.248014,7,3,10,6,5,5,2,3,7,8,1,3,0,3,6,1,9,1,4,8,1,0,2,3,5,1,1,9,2,4,10,7,0,5,3,6,1,7,0,1,Engineering,Product,"[SUNDAY, SATURDAY]",TRUE
0f0cd4b5-0b59-396f-9854-7c33a36e1a71,11/12/2023,22,26.07778,3,4,5,7,8,6,8,6,9,1,3,10,4,1,10,3,3,4,0,3,4,4,3,9,8,8,6,9,7,7,3,7,3,4,5,9,0,10,7,1,Sales,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
668f126e-ffd7-34f7-a61d-c0967a6ed37b,11/12/2023,71.75,45.369843,6,4,6,2,3,9,0,3,9,6,10,9,6,1,9,0,2,3,4,7,1,8,3,3,2,0,3,1,6,8,0,8,5,7,3,2,5,8,8,9,Customer_Service,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
cfb29a01-5384-35d0-8c3e-1f3f662dfe01,11/12/2023,33.75,42.3631,2,6,1,0,2,6,1,8,10,9,8,4,2,0,10,7,5,0,1,3,3,10,2,4,3,2,8,4,0,10,9,6,9,3,8,10,9,10,0,8,Marketing,Finance,"[SUNDAY, SATURDAY]",TRUE
5331908b-691b-3124-bdae-4ed8fa285474,11/12/2023,20.5,27.899998,1,5,7,3,5,4,10,6,9,4,8,3,8,2,8,0,2,6,2,8,10,1,0,6,1,0,3,2,7,1,5,1,2,10,1,6,9,2,7,6,R_and_D,HR,"[SUNDAY, SATURDAY]",TRUE
8194bd05-0e6b-3436-8b29-e5b56f74d5b3,11/19/2023,9,12.833334,2,5,5,1,4,2,9,5,4,0,8,1,0,1,1,7,10,3,9,10,8,9,8,6,2,7,4,2,7,6,9,2,2,1,7,5,6,1,10,3,R_and_D,Product,"[SUNDAY, SATURDAY]",TRUE
eb8e9c1e-8208-3190-893b-d24a558e39b5,11/19/2023,12.25,15,5,1,4,3,4,0,0,10,0,9,9,0,4,2,5,4,0,5,9,1,10,4,10,9,6,9,9,1,6,2,10,1,1,10,6,6,8,4,1,4,Customer_Service,HR,"[SUNDAY, SATURDAY]",TRUE
bd698be7-9fc5-34f9-9a74-3a47d689cde1,11/19/2023,8,10.083334,0,8,2,1,3,2,2,10,5,10,2,0,4,7,6,0,3,9,4,7,8,9,6,6,7,3,7,3,1,5,2,6,4,9,10,7,9,8,4,1,IT,HR,"[SUNDAY, SATURDAY]",TRUE
2308fcd0-fb6c-3482-a880-78c2672e5fb4,11/19/2023,26.25,46.035713,6,1,1,5,2,2,2,7,0,2,7,8,1,2,3,6,6,2,9,3,8,4,3,5,1,10,2,6,6,10,3,8,3,10,1,5,2,10,0,6,G_and_A,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
205b152a-0808-3748-9352-e30e3f083ed1,11/19/2023,12.25,14.5,4,10,8,1,10,4,6,7,3,1,7,7,5,8,2,6,0,3,1,1,6,9,3,1,4,5,8,1,6,7,1,7,8,8,9,9,6,1,6,1,R_and_D,Finance,"[SUNDAY, SATURDAY]",TRUE
f8fda517-19a0-33ce-a003-6e9293950984,11/19/2023,16.75,20.152779,4,2,7,9,4,5,0,4,9,2,5,3,9,9,7,10,7,3,2,1,7,8,7,4,3,7,7,7,3,10,8,10,6,1,7,4,4,2,8,4,Customer_Service,HR,"[SUNDAY, SATURDAY]",TRUE
0f177661-3f9f-349d-a1f1-7b45ab8bd6f1,11/19/2023,16.25,14.679762,3,8,3,6,0,2,0,2,1,3,10,6,5,7,7,7,10,0,1,7,7,4,6,2,10,3,9,8,9,10,2,8,8,7,0,6,0,2,5,4,Analytics,HR,"[SUNDAY, SATURDAY]",TRUE
834c6414-8fa2-324f-97e8-90b771a9cfe2,11/19/2023,11.25,14.875,10,10,7,4,3,7,0,0,5,6,9,0,3,8,4,6,7,10,8,10,5,2,0,10,10,0,10,8,0,6,6,7,8,0,9,7,8,9,3,7,Marketing,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
96c9facc-cce5-31ab-8a70-9c3cb5a3cac8,11/19/2023,32,14.625,0,3,6,1,5,8,4,5,2,6,2,2,8,4,5,9,7,5,4,10,6,10,1,2,9,5,0,7,3,3,0,10,5,6,0,8,3,3,2,3,Marketing,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
a6777a8d-9832-371a-ad7c-ef8c4695ed46,11/19/2023,7,6.8333335,8,5,2,6,2,3,2,9,5,9,3,10,6,2,1,9,5,6,5,5,3,0,9,7,4,6,9,6,7,10,8,3,0,8,7,10,3,2,3,7,Marketing,Finance,"[SUNDAY, SATURDAY]",TRUE
815dc3f0-61f6-3a30-a29b-213d7091692e,11/19/2023,52.75,19.895836,3,2,10,1,5,10,2,10,5,0,2,5,5,9,4,1,2,9,2,10,0,6,8,2,8,1,5,4,10,3,7,8,7,5,9,4,2,6,10,4,Analytics,CEO,"[SUNDAY, SATURDAY]",TRUE
d2e1b9c8-645e-363c-af11-51b77f2c769e,11/19/2023,11,11.166667,7,10,7,10,10,2,4,8,3,4,1,4,10,3,7,7,3,9,3,6,3,3,9,7,1,0,2,4,0,8,4,8,3,6,7,5,1,8,4,8,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
64950e3d-4479-3ff8-86f0-610631f8c8c9,11/19/2023,10,19.333334,1,5,8,5,1,8,2,1,7,10,10,6,6,7,0,9,9,8,1,0,4,1,4,8,5,3,9,3,1,9,2,9,6,0,1,9,2,4,0,7,R_and_D,Product,"[SUNDAY, SATURDAY]",TRUE
c75f0422-466b-3386-9d53-ef45db589c37,11/19/2023,35.75,49.904762,3,1,9,2,8,9,2,8,2,4,10,1,1,2,6,5,7,5,2,8,9,8,9,6,10,2,5,3,9,8,10,9,4,0,8,10,4,10,3,10,Analytics,Finance,"[SUNDAY, SATURDAY]",TRUE
e28fe7e4-56a5-3d52-80ed-3cf702995320,11/19/2023,26,43.30714,10,1,1,6,7,3,6,8,8,9,1,3,2,5,0,2,1,10,4,0,7,2,8,8,10,10,10,8,8,8,6,6,6,6,5,3,5,1,8,2,R_and_D,Product,"[SUNDAY, SATURDAY]",TRUE
f48e53a8-00c5-3e78-b5d5-0b996260be9d,11/19/2023,9.25,11.4,0,7,0,1,6,0,2,8,5,7,0,0,1,3,2,8,9,0,7,9,10,9,10,0,8,5,10,7,2,10,7,8,1,2,2,5,1,7,2,10,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
9bb1bf5a-4d66-3ec6-add4-c23f38be2fe6,11/19/2023,41,17.1622,1,2,7,4,1,6,7,6,1,4,3,2,7,6,6,8,1,5,3,9,5,6,3,0,5,2,7,5,2,0,5,5,6,1,1,1,1,2,7,4,Customer_Service,Finance,"[SUNDAY, SATURDAY]",TRUE
e75b1caf-2b93-3d45-a872-c9f0a2061e56,11/19/2023,14,24.1,5,2,4,1,10,3,8,2,3,7,4,3,2,7,0,7,4,0,4,4,1,5,8,9,5,10,0,1,0,6,6,4,5,7,7,9,4,8,7,4,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
9d709686-f3e9-331e-b920-64e879fd7b00,11/19/2023,30,43.480156,10,4,9,4,5,2,7,6,0,8,9,10,10,0,9,8,8,9,2,5,8,1,6,9,3,2,5,0,6,2,4,10,7,6,4,9,1,6,4,2,Analytics,Product,"[SUNDAY, SATURDAY]",TRUE
5baddb51-5f55-3e67-97a5-6462bbbf0d64,11/19/2023,8.5,10,4,4,3,6,0,1,10,4,8,10,4,0,10,10,5,6,10,2,3,6,5,6,8,7,4,3,3,8,2,1,3,10,2,4,0,2,9,1,8,5,Marketing,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
4b8c3979-ac9b-3311-af18-3f150262e796,11/19/2023,8.75,12,8,8,5,0,1,5,7,3,2,6,1,5,10,0,2,1,9,1,2,6,2,8,5,5,0,10,8,6,9,7,2,3,5,2,9,5,0,7,6,5,Engineering,Product,"[SUNDAY, SATURDAY]",TRUE
bfe8421e-feab-36af-9e1a-d2cba8986426,11/19/2023,8.25,12,4,10,4,6,8,0,1,5,0,7,9,5,5,7,1,8,5,3,6,1,10,6,10,9,3,2,3,0,5,4,8,4,7,7,0,3,10,6,5,3,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
c9499f58-9942-32c2-8d48-f31a28176105,11/19/2023,15,11.125,6,4,0,6,1,5,0,7,1,6,1,9,8,7,4,0,5,1,8,2,3,6,4,7,10,3,4,10,1,5,2,1,10,1,10,1,3,10,10,5,Marketing,Finance,"[SUNDAY, SATURDAY]",TRUE
efb4485c-f613-3e2c-92bd-62a4c6be70ca,11/19/2023,8.75,11.916666,3,2,0,4,1,7,2,0,4,6,10,0,8,5,7,8,3,7,1,7,7,10,3,8,4,5,7,5,0,2,4,2,7,5,6,1,2,1,6,6,Engineering,Product,"[SUNDAY, SATURDAY]",TRUE
ae0738a4-aa59-38ec-8041-2a34ba3da9a0,11/19/2023,43.5,40.375,2,3,3,8,4,6,4,7,1,3,8,3,0,3,8,5,3,1,2,2,8,5,8,10,10,1,6,1,8,2,2,3,7,2,1,8,1,2,9,4,Engineering,Product,"[SUNDAY, SATURDAY]",TRUE
0f0cd4b5-0b59-396f-9854-7c33a36e1a71,11/19/2023,17,22.107143,4,6,7,0,5,1,10,9,3,2,10,9,0,10,4,5,8,3,5,5,2,4,9,3,8,10,2,4,5,0,4,2,9,3,8,3,4,7,10,5,Sales,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
668f126e-ffd7-34f7-a61d-c0967a6ed37b,11/19/2023,71,38.50794,0,4,0,9,7,0,1,4,1,3,6,10,5,8,8,6,9,2,8,7,8,6,1,8,4,3,6,4,7,3,0,0,2,1,5,4,10,9,5,1,Customer_Service,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
cfb29a01-5384-35d0-8c3e-1f3f662dfe01,11/19/2023,30.5,39.1504,3,8,3,9,4,2,8,10,4,9,7,2,3,0,0,4,5,6,9,8,2,8,5,6,9,2,4,9,9,1,8,3,4,1,9,9,10,10,6,4,Marketing,Finance,"[SUNDAY, SATURDAY]",TRUE
5331908b-691b-3124-bdae-4ed8fa285474,11/19/2023,12.5,15,7,10,5,8,10,9,2,7,3,9,1,6,3,3,5,3,1,8,7,0,3,4,0,3,8,6,10,4,10,7,6,6,8,9,3,0,7,0,8,1,R_and_D,HR,"[SUNDAY, SATURDAY]",TRUE
8194bd05-0e6b-3436-8b29-e5b56f74d5b3,11/26/2023,4.75,7,7,2,10,6,6,10,1,7,10,3,3,6,8,9,4,8,10,7,7,8,2,10,10,1,1,10,5,1,8,8,2,7,8,1,4,5,3,7,1,3,R_and_D,Product,"[SUNDAY, SATURDAY]",TRUE
eb8e9c1e-8208-3190-893b-d24a558e39b5,11/26/2023,21,22.522223,3,7,4,4,5,4,3,4,5,4,10,1,0,4,6,6,0,5,10,4,1,3,4,1,1,2,0,6,3,7,10,0,8,5,3,1,2,2,1,0,Customer_Service,HR,"[SUNDAY, SATURDAY]",TRUE
bd698be7-9fc5-34f9-9a74-3a47d689cde1,11/26/2023,15.25,17,8,8,2,0,3,9,0,1,3,6,3,6,5,6,1,1,3,0,6,3,4,3,7,6,0,2,4,10,8,4,4,6,6,10,7,4,9,3,7,7,IT,HR,"[SUNDAY, SATURDAY]",TRUE
2308fcd0-fb6c-3482-a880-78c2672e5fb4,11/26/2023,23.25,37.890476,10,1,2,6,6,8,2,0,8,3,8,10,4,3,8,10,6,1,10,3,1,10,2,10,0,4,5,10,5,0,0,8,8,8,5,0,8,3,4,1,G_and_A,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
205b152a-0808-3748-9352-e30e3f083ed1,11/26/2023,11.5,11.888889,1,5,3,9,7,1,7,7,4,6,7,8,6,0,6,8,6,7,3,10,9,4,2,8,4,6,7,8,6,10,4,8,1,3,6,1,8,5,5,7,R_and_D,Finance,"[SUNDAY, SATURDAY]",TRUE
f8fda517-19a0-33ce-a003-6e9293950984,11/26/2023,12,16.8,3,7,3,8,8,6,3,0,9,9,2,7,3,1,2,9,2,7,0,5,3,1,3,4,4,10,9,1,5,1,7,2,6,2,0,9,5,4,3,9,Customer_Service,HR,"[SUNDAY, SATURDAY]",TRUE
0f177661-3f9f-349d-a1f1-7b45ab8bd6f1,11/26/2023,18,16.333332,5,2,3,5,7,8,3,7,0,3,9,1,2,8,0,8,8,1,5,0,7,3,2,4,4,1,3,7,8,6,6,0,2,10,1,9,0,6,5,5,Analytics,HR,"[SUNDAY, SATURDAY]",TRUE
834c6414-8fa2-324f-97e8-90b771a9cfe2,11/26/2023,14.25,15.9,10,0,3,2,8,7,3,3,6,0,1,8,5,4,0,9,7,2,5,6,3,9,9,10,10,6,3,7,10,5,2,1,9,8,1,0,7,6,7,2,Marketing,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
96c9facc-cce5-31ab-8a70-9c3cb5a3cac8,11/26/2023,32.25,15.516667,9,0,2,2,9,0,2,3,7,8,6,9,3,6,0,3,9,0,1,8,10,5,1,4,0,3,8,0,2,9,9,2,9,9,3,5,7,5,9,0,Marketing,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
a6777a8d-9832-371a-ad7c-ef8c4695ed46,11/26/2023,8,7,6,8,8,7,6,4,9,5,9,0,0,7,10,4,10,4,7,5,8,8,4,9,6,9,1,3,3,1,5,7,4,10,4,7,4,8,7,0,10,7,Marketing,Finance,"[SUNDAY, SATURDAY]",TRUE
815dc3f0-61f6-3a30-a29b-213d7091692e,11/26/2023,51.25,19.854166,6,1,5,1,4,1,1,8,3,6,5,2,1,5,2,7,7,1,2,3,8,1,5,4,1,1,7,9,10,9,4,6,8,8,2,3,0,4,2,9,Analytics,CEO,"[SUNDAY, SATURDAY]",TRUE
d2e1b9c8-645e-363c-af11-51b77f2c769e,11/26/2023,11.75,9.166667,8,1,6,10,10,7,7,5,4,1,9,2,0,5,10,6,2,1,9,2,0,4,6,9,8,10,10,9,10,2,1,5,4,4,10,7,0,2,6,6,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
64950e3d-4479-3ff8-86f0-610631f8c8c9,11/26/2023,11,12.333333,6,5,2,2,7,6,4,0,10,1,4,8,8,10,8,9,9,3,8,6,10,8,1,3,4,4,3,6,5,4,8,2,10,7,6,3,1,8,4,9,R_and_D,Product,"[SUNDAY, SATURDAY]",TRUE
c75f0422-466b-3386-9d53-ef45db589c37,11/26/2023,27,49.361908,7,2,9,5,7,2,6,7,1,6,8,3,6,8,5,6,9,2,5,5,0,1,6,7,7,0,4,2,7,2,5,4,9,7,4,9,2,0,1,7,Analytics,Finance,"[SUNDAY, SATURDAY]",TRUE
e28fe7e4-56a5-3d52-80ed-3cf702995320,11/26/2023,19.75,32.69048,8,2,5,5,8,7,0,8,6,3,6,2,8,1,2,0,1,3,5,3,4,8,7,2,4,10,0,5,6,5,10,3,6,10,10,5,2,3,2,6,R_and_D,Product,"[SUNDAY, SATURDAY]",TRUE
f48e53a8-00c5-3e78-b5d5-0b996260be9d,11/26/2023,16,14.777778,5,0,1,8,9,5,3,2,4,9,3,2,6,8,10,5,7,2,8,8,10,9,9,0,5,1,10,1,3,5,4,6,1,0,10,5,5,1,7,7,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
9bb1bf5a-4d66-3ec6-add4-c23f38be2fe6,11/26/2023,31.25,15.152083,9,9,8,10,4,8,7,3,10,7,9,0,4,6,3,1,0,7,9,8,2,10,6,4,5,8,4,0,6,3,5,3,1,0,9,7,7,2,4,1,Customer_Service,Finance,"[SUNDAY, SATURDAY]",TRUE
e75b1caf-2b93-3d45-a872-c9f0a2061e56,11/26/2023,14.5,14,9,3,8,8,2,10,10,0,9,4,10,0,9,3,1,3,6,9,8,5,8,3,10,2,0,10,5,4,10,10,7,6,1,8,6,7,3,4,0,10,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
9d709686-f3e9-331e-b920-64e879fd7b00,11/26/2023,20,28.169443,9,10,8,7,5,9,10,7,9,1,6,6,9,1,3,0,5,8,2,3,1,5,4,6,9,6,10,6,3,2,2,5,1,1,0,8,5,9,0,0,Analytics,Product,"[SUNDAY, SATURDAY]",TRUE
5baddb51-5f55-3e67-97a5-6462bbbf0d64,11/26/2023,13.75,16.8,9,10,6,6,2,9,1,6,7,9,9,10,9,3,1,4,7,7,9,8,6,1,10,7,2,10,10,4,4,7,4,0,9,7,9,6,1,8,7,7,Marketing,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
4b8c3979-ac9b-3311-af18-3f150262e796,11/26/2023,12.75,12.791667,2,3,10,10,2,7,5,10,6,0,3,3,2,7,4,8,7,4,10,3,7,7,9,3,10,3,5,4,6,4,6,10,8,6,10,6,10,4,6,6,Engineering,Product,"[SUNDAY, SATURDAY]",TRUE
bfe8421e-feab-36af-9e1a-d2cba8986426,11/26/2023,11,11,0,7,6,0,3,9,8,1,7,2,4,7,8,9,3,1,2,2,1,2,1,7,2,1,3,1,1,4,6,6,10,3,6,10,8,6,9,9,6,1,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
c9499f58-9942-32c2-8d48-f31a28176105,11/26/2023,11.25,11,4,1,7,5,3,1,4,7,3,5,2,8,2,10,5,3,4,1,7,9,5,5,3,8,7,5,8,5,0,7,9,5,10,10,8,1,0,5,4,4,Marketing,Finance,"[SUNDAY, SATURDAY]",TRUE
efb4485c-f613-3e2c-92bd-62a4c6be70ca,11/26/2023,6.5,9,1,5,1,2,7,1,9,0,6,7,6,4,3,6,1,9,5,7,5,10,10,10,1,2,5,1,0,7,9,7,6,3,0,10,10,7,2,5,5,6,Engineering,Product,"[SUNDAY, SATURDAY]",TRUE
ae0738a4-aa59-38ec-8041-2a34ba3da9a0,11/26/2023,35.5,25.446432,4,7,5,9,8,1,9,0,3,6,7,2,7,9,0,9,2,6,3,2,8,5,4,6,2,7,9,9,9,7,9,8,1,4,0,4,6,1,2,4,Engineering,Product,"[SUNDAY, SATURDAY]",TRUE
0f0cd4b5-0b59-396f-9854-7c33a36e1a71,11/26/2023,13.5,18.3,8,3,3,3,4,10,5,0,7,1,10,0,1,2,3,1,4,10,2,7,2,0,0,7,5,10,8,10,3,9,9,10,7,7,7,9,8,10,3,9,Sales,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
668f126e-ffd7-34f7-a61d-c0967a6ed37b,11/26/2023,66.25,41.802082,0,5,3,2,5,7,4,2,0,10,10,5,3,8,4,10,0,2,2,3,1,9,6,9,4,2,5,0,8,1,5,0,7,8,7,3,5,7,4,10,Customer_Service,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
cfb29a01-5384-35d0-8c3e-1f3f662dfe01,11/26/2023,25.5,42.227386,2,0,8,10,3,6,7,10,10,4,7,10,0,9,7,6,5,2,8,9,7,3,10,8,9,3,5,0,1,4,3,8,9,4,5,3,10,4,7,9,Marketing,Finance,"[SUNDAY, SATURDAY]",TRUE
5331908b-691b-3124-bdae-4ed8fa285474,11/26/2023,11.5,11.041667,5,1,5,8,5,5,4,6,9,10,3,4,10,5,9,6,8,5,0,7,2,8,7,0,4,10,7,2,9,3,10,7,10,4,8,5,0,5,3,10,R_and_D,HR,"[SUNDAY, SATURDAY]",TRUE
8194bd05-0e6b-3436-8b29-e5b56f74d5b3,12/3/2023,8.75,9,3,1,8,6,4,7,4,6,7,7,7,1,10,9,3,6,9,8,3,3,1,10,7,0,0,10,6,1,8,5,7,9,3,4,2,3,4,9,3,3,R_and_D,Product,"[SUNDAY, SATURDAY]",TRUE
eb8e9c1e-8208-3190-893b-d24a558e39b5,12/3/2023,12.75,19.333332,5,2,2,6,1,9,1,10,9,5,2,5,2,0,8,9,0,10,2,3,9,3,0,2,1,4,3,8,9,9,0,1,9,9,5,9,5,0,1,5,Customer_Service,HR,"[SUNDAY, SATURDAY]",TRUE
bd698be7-9fc5-34f9-9a74-3a47d689cde1,12/3/2023,12.5,14.125,9,2,8,6,0,5,6,9,8,1,1,1,3,6,6,2,4,2,0,6,6,8,8,9,3,3,4,7,3,8,6,8,10,3,9,10,5,8,7,9,IT,HR,"[SUNDAY, SATURDAY]",TRUE
2308fcd0-fb6c-3482-a880-78c2672e5fb4,12/3/2023,17.25,35.404762,10,4,4,3,7,9,6,0,6,3,8,7,2,10,6,9,1,8,6,1,3,7,3,3,9,6,5,6,6,9,7,4,9,3,10,9,8,2,7,5,G_and_A,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
205b152a-0808-3748-9352-e30e3f083ed1,12/3/2023,7.75,10.222222,5,5,1,10,8,10,8,3,4,4,6,5,2,8,7,4,8,8,10,2,6,2,5,6,7,1,7,4,1,6,8,6,5,4,7,6,3,9,10,1,R_and_D,Finance,"[SUNDAY, SATURDAY]",TRUE
f8fda517-19a0-33ce-a003-6e9293950984,12/3/2023,10.5,18,9,5,1,6,6,1,8,7,3,1,0,2,5,0,2,7,6,4,9,7,0,6,1,9,0,8,5,5,6,4,10,1,7,9,9,4,5,8,10,9,Customer_Service,HR,"[SUNDAY, SATURDAY]",TRUE
0f177661-3f9f-349d-a1f1-7b45ab8bd6f1,12/3/2023,15.5,19.166666,1,5,8,7,7,5,0,8,1,0,6,2,7,10,4,2,6,0,8,9,8,9,8,3,3,10,6,6,8,0,2,6,7,7,0,6,10,2,8,8,Analytics,HR,"[SUNDAY, SATURDAY]",TRUE
834c6414-8fa2-324f-97e8-90b771a9cfe2,12/3/2023,10.5,12.75,9,0,5,0,3,4,1,3,0,9,8,7,0,5,1,7,7,8,9,3,5,4,2,8,1,2,10,6,2,6,3,8,1,3,1,3,7,0,7,10,Marketing,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
96c9facc-cce5-31ab-8a70-9c3cb5a3cac8,12/3/2023,30.5,14.270832,7,2,2,0,6,4,3,5,2,10,7,7,2,6,0,4,5,0,2,2,9,7,3,7,2,3,10,3,2,3,8,2,8,8,1,10,8,1,6,0,Marketing,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
a6777a8d-9832-371a-ad7c-ef8c4695ed46,12/3/2023,9,11,5,8,6,3,10,0,5,10,6,4,1,0,3,3,0,10,6,4,8,6,1,5,6,7,4,0,2,0,9,6,1,10,10,7,4,8,0,6,6,1,Marketing,Finance,"[SUNDAY, SATURDAY]",TRUE
815dc3f0-61f6-3a30-a29b-213d7091692e,12/3/2023,55.25,26.385416,7,2,1,10,5,10,9,3,1,7,0,8,8,4,2,3,9,9,6,0,2,7,7,6,1,8,7,8,3,2,6,5,4,8,9,0,9,1,1,6,Analytics,CEO,"[SUNDAY, SATURDAY]",TRUE
d2e1b9c8-645e-363c-af11-51b77f2c769e,12/3/2023,16,19.333334,10,1,6,6,8,7,7,1,9,8,5,4,2,7,0,6,6,8,5,10,6,6,4,5,5,4,6,8,4,8,7,8,4,9,4,2,3,5,4,7,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
64950e3d-4479-3ff8-86f0-610631f8c8c9,12/3/2023,9.5,13.333334,2,10,2,4,4,8,5,3,8,1,7,1,7,8,4,4,10,1,0,2,6,6,10,0,7,0,9,8,5,0,1,0,1,2,4,3,1,0,1,5,R_and_D,Product,"[SUNDAY, SATURDAY]",TRUE
c75f0422-466b-3386-9d53-ef45db589c37,12/3/2023,34,51.1131,5,10,2,6,0,0,6,9,0,7,3,0,2,4,4,0,0,1,3,8,3,0,10,8,7,5,0,2,10,2,2,7,1,3,9,4,9,4,7,10,Analytics,Finance,"[SUNDAY, SATURDAY]",TRUE
e28fe7e4-56a5-3d52-80ed-3cf702995320,12/3/2023,24.75,39.821426,3,7,2,9,0,2,7,7,8,9,4,4,2,5,0,7,10,6,0,6,4,0,3,9,5,1,3,2,7,10,4,2,8,7,4,2,8,8,10,0,R_and_D,Product,"[SUNDAY, SATURDAY]",TRUE
f48e53a8-00c5-3e78-b5d5-0b996260be9d,12/3/2023,18.5,20.125,10,0,2,6,10,10,4,3,7,9,3,10,9,3,4,2,3,9,9,0,9,5,4,2,4,0,4,6,0,7,4,2,10,4,4,8,6,10,3,7,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
9bb1bf5a-4d66-3ec6-add4-c23f38be2fe6,12/3/2023,37.25,18.352678,2,5,4,6,3,1,1,5,6,2,7,3,1,7,2,7,10,0,9,2,0,3,10,9,3,9,8,5,0,5,2,8,5,2,10,1,3,10,9,8,Customer_Service,Finance,"[SUNDAY, SATURDAY]",TRUE
e75b1caf-2b93-3d45-a872-c9f0a2061e56,12/3/2023,21,32.839287,10,10,6,4,8,8,10,5,8,6,10,10,5,0,3,4,2,8,5,4,5,0,8,0,0,1,4,9,10,6,9,4,6,1,5,4,9,2,10,4,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
9d709686-f3e9-331e-b920-64e879fd7b00,12/3/2023,28,38.416664,10,5,5,8,4,3,3,0,0,3,7,1,5,9,1,5,0,3,7,0,10,0,10,2,8,9,1,2,6,7,9,1,6,10,2,8,0,2,7,2,Analytics,Product,"[SUNDAY, SATURDAY]",TRUE
5baddb51-5f55-3e67-97a5-6462bbbf0d64,12/3/2023,8.75,10.25,7,10,10,1,8,4,7,10,10,8,9,10,5,5,6,10,6,2,2,5,2,0,5,0,4,1,7,10,6,0,10,3,0,10,2,4,2,0,3,4,Marketing,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
4b8c3979-ac9b-3311-af18-3f150262e796,12/3/2023,11.75,17.277779,2,7,5,0,2,4,7,8,10,8,10,10,2,3,0,10,4,3,8,4,5,3,0,8,0,4,4,4,7,1,1,4,6,7,10,6,1,2,7,9,Engineering,Product,"[SUNDAY, SATURDAY]",TRUE
bfe8421e-feab-36af-9e1a-d2cba8986426,12/3/2023,16.5,19.694445,2,7,2,8,7,8,4,4,9,4,1,8,5,1,5,5,0,2,0,6,6,10,9,4,4,6,3,0,1,10,6,0,2,5,7,6,5,1,6,5,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
c9499f58-9942-32c2-8d48-f31a28176105,12/3/2023,8.25,10,4,0,1,7,9,5,6,7,3,8,6,4,1,1,3,3,1,8,10,8,0,4,5,0,9,3,10,2,10,5,1,6,4,6,7,3,2,10,7,1,Marketing,Finance,"[SUNDAY, SATURDAY]",TRUE
